('27',5,67,561,231,'pdf',0.4117647058823529),
('27',525,68,88,76,'pdf',0.8636363636363636),
('27',5,320,1126,118,'pdf',0.10479573712255773),
('27',0,444,1136,173,'pdf',0.1522887323943662),
('28',572,67,559,231,'pdf',0.41323792486583183),
('28',5,67,561,231,'pdf',0.4117647058823529),
('28',525,68,88,76,'pdf',0.8636363636363636),
('28',5,320,1126,118,'pdf',0.10479573712255773),
('29',572,67,559,231,'pdf',0.41323792486583183),
('29',5,67,561,231,'pdf',0.4117647058823529),
('29',525,68,88,76,'pdf',0.8636363636363636),
('29',5,354,1126,118,'pdf',0.10479573712255773),
('30',572,67,559,231,'pdf',0.41323792486583183),
('30',5,67,561,231,'pdf',0.4117647058823529),
('30',525,68,88,76,'pdf',0.8636363636363636),
('30',5,320,1126,118,'pdf',0.10479573712255773),
('01',5,74,569,235,'photo',0.4130052724077329),
('01',581,76,568,234,'photo',0.4119718309859155),
('01',533,79,90,76,'photo',0.8444444444444444),
('01',5,362,1142,124,'photo',0.1085814360770578),
('02',543,65,528,219,'photo',0.4147727272727273),
('02',9,65,528,218,'photo',0.4128787878787879),
('02',499,67,82,72,'photo',0.8780487804878049),
('02',10,304,1061,113,'photo',0.10650329877474081),
('02',0,462,1079,138,'photo',0.1278962001853568),
('03',547,64,531,222,'photo',0.4180790960451977),
('03',9,66,531,220,'photo',0.4143126177024482),
('03',503,67,81,72,'photo',0.8888888888888888),
('03',9,336,1069,114,'photo',0.10664172123479888),
('04',6,68,561,235,'photo',0.41889483065953653),
('04',574,72,561,232,'photo',0.41354723707664887),
('04',528,73,87,76,'photo',0.8735632183908046),
('04',6,322,1128,123,'photo',0.10904255319148937),
('05',543,65,531,219,'photo',0.4124293785310734),
('05',5,65,531,219,'photo',0.4124293785310734),
('05',498,66,82,72,'photo',0.8780487804878049),
('05',5,303,1069,114,'photo',0.10664172123479888),
('06',544,65,530,220,'photo',0.41509433962264153),
('06',5,65,532,220,'photo',0.41353383458646614),
('06',499,66,83,73,'photo',0.8795180722891566),
('06',7,305,1066,113,'photo',0.10600375234521577),
('07',544,65,530,220,'photo',0.41509433962264153),
('07',6,65,532,220,'photo',0.41353383458646614),
('07',500,66,82,73,'photo',0.8902439024390244),
('07',6,336,1068,113,'photo',0.10580524344569288),
('08',574,65,560,218,'photo',0.3892857142857143),
('08',527,65,88,71,'photo',0.8068181818181818),
('08',7,65,561,219,'photo',0.39037433155080214),
('08',7,335,1128,114,'photo',0.10106382978723404),
('09',546,65,533,220,'photo',0.41275797373358347),
('09',6,65,534,220,'photo',0.41198501872659177),
('09',501,67,83,72,'photo',0.8674698795180723),
('09',7,337,1072,113,'photo',0.10541044776119403),
('10',542,65,529,220,'photo',0.4158790170132325),
('10',6,65,530,220,'photo',0.41509433962264153),
('10',498,67,83,72,'photo',0.8674698795180723),
('10',7,335,1064,113,'photo',0.106203007518797),
('11',573,64,559,220,'photo',0.3935599284436494),
('11',526,66,88,71,'photo',0.8068181818181818),
('11',5,66,562,219,'photo',0.3896797153024911),
('11',6,336,1128,115,'photo',0.10195035460992907),
('12',544,63,532,221,'photo',0.41541353383458646),
('12',5,65,533,220,'photo',0.41275797373358347),
('12',499,66,84,72,'photo',0.8571428571428571),
('12',6,335,1069,115,'photo',0.10757717492984098),
('13',514,61,502,207,'photo',0.4123505976095618),
('13',5,63,504,206,'photo',0.4087301587301587),
('13',472,64,78,66,'photo',0.8461538461538461),
('13',7,317,1009,107,'photo',0.10604558969276512),
('14',543,65,529,221,'photo',0.41776937618147447),
('14',6,65,531,221,'photo',0.416195856873823),
('14',498,68,83,71,'photo',0.8554216867469879),
('14',7,337,1064,114,'photo',0.10714285714285714),
('14',0,491,1078,171,'photo',0.15862708719851576),
('15',543,64,529,219,'photo',0.41398865784499056),
('15',5,65,532,220,'photo',0.41353383458646614),
('15',499,66,82,72,'photo',0.8780487804878049),
('15',6,335,1066,114,'photo',0.10694183864915573),
('16',568,65,557,220,'photo',0.39497307001795334),
('16',5,65,557,220,'photo',0.39497307001795334),
('16',522,66,86,72,'photo',0.8372093023255814),
('16',5,336,1118,114,'photo',0.10196779964221825),
('17',5,65,554,220,'photo',0.3971119133574007),
('17',566,66,554,218,'photo',0.3935018050541516),
('17',520,67,86,72,'photo',0.8372093023255814),
('17',5,336,1115,115,'photo',0.1031390134529148),
('18',569,65,555,219,'photo',0.3945945945945946),
('18',7,65,555,219,'photo',0.3945945945945946),
('18',522,66,87,71,'photo',0.8160919540229885),
('18',7,336,1117,114,'photo',0.10205908683974933),
('19',568,64,554,221,'photo',0.3989169675090253),
('19',6,65,555,220,'photo',0.3963963963963964),
('19',521,66,86,72,'photo',0.8372093023255814),
('19',7,335,1115,115,'photo',0.1031390134529148),
('20',571,66,557,219,'photo',0.39317773788150806),
('20',6,66,559,220,'photo',0.3935599284436494),
('20',525,67,86,72,'photo',0.8372093023255814),
('20',7,306,1121,113,'photo',0.1008028545941124),
('21',571,65,556,219,'photo',0.39388489208633093),
('21',7,65,557,220,'photo',0.39497307001795334),
('21',524,66,87,71,'photo',0.8160919540229885),
('21',7,304,1120,114,'photo',0.10178571428571428),
('22',568,65,555,219,'photo',0.3945945945945946),
('22',5,65,557,219,'photo',0.39317773788150806),
('22',522,66,86,72,'photo',0.8372093023255814),
('22',5,336,1119,113,'photo',0.10098302055406613),
('23',571,65,557,218,'photo',0.39138240574506283),
('23',7,65,557,218,'photo',0.39138240574506283),
('23',525,67,86,127,'photo',1.4767441860465116),
('23',7,303,1121,114,'photo',0.1016949152542373),
('24',568,65,557,220,'photo',0.39497307001795334),
('24',5,65,557,220,'photo',0.39497307001795334),
('24',522,66,88,72,'photo',0.8181818181818182),
('24',5,335,1120,115,'photo',0.10267857142857142),
('25',540,65,527,220,'photo',0.4174573055028463),
('25',496,66,81,72,'photo',0.8888888888888888),
('25',5,66,528,219,'photo',0.4147727272727273),
('25',5,336,1062,114,'photo',0.10734463276836158),
('26',572,65,561,220,'photo',0.39215686274509803),
('26',5,65,561,220,'photo',0.39215686274509803),
('26',525,66,88,71,'photo',0.8068181818181818),
('26',5,336,1128,114,'photo',0.10106382978723404),
('27',570,65,556,219,'photo',0.39388489208633093),
('27',5,65,558,220,'photo',0.3942652329749104),
('27',523,66,87,72,'photo',0.8275862068965517),
('27',7,304,1119,114,'photo',0.10187667560321716),
('27',0,467,1132,121,'photo',0.1068904593639576),
('28',570,65,559,219,'photo',0.39177101967799643),
('28',6,65,559,219,'photo',0.39177101967799643),
('28',524,66,88,72,'photo',0.8181818181818182),
('28',6,304,1123,113,'photo',0.1006233303650935),
('29',573,64,559,221,'photo',0.3953488372093023),
('29',6,64,560,220,'photo',0.39285714285714285),
('29',526,65,87,73,'photo',0.8390804597701149),
('29',6,336,1125,114,'photo',0.10133333333333333),
('30',551,64,541,223,'photo',0.4121996303142329),
('30',6,68,538,220,'photo',0.40892193308550184),
('30',505,69,84,72,'photo',0.8571428571428571),
('30',7,303,1085,117,'photo',0.10783410138248847)
